<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
11.03.2020;16:34:00;110938;115044;107933;108550;45
11.03.2020;16:35:00;108507;115208;108159;115002;93
11.03.2020;16:36:00;112700;115283;108099;108231;54
11.03.2020;16:37:00;111543;115250;107992;113825;19
11.03.2020;16:38:00;110067;115291;108031;109285;13
11.03.2020;16:39:00;109494;115147;108027;114319;43
11.03.2020;16:40:00;110334;115208;107969;114114;53
11.03.2020;16:41:00;109611;115241;107911;112420;38
11.03.2020;16:42:00;113188;115262;107979;111032;43
11.03.2020;16:43:00;110441;115169;108022;108154;39
11.03.2020;16:44:00;114186;115259;107910;109626;24
11.03.2020;16:45:00;113525;115221;108013;114804;65
11.03.2020;16:46:00;111364;115226;107914;113715;75
11.03.2020;16:47:00;111001;115079;108024;115012;8
11.03.2020;16:48:00;113328;115070;108077;111618;37
11.03.2020;16:48:59;109105;115150;107936;115150;1
11.03.2020;16:49:59;108546;115228;107913;114449;7
11.03.2020;16:51:00;115208;115219;108119;109095;31
11.03.2020;16:52:00;109908;115165;108006;109605;22
11.03.2020;16:52:59;109379;115202;108196;112257;61
11.03.2020;16:53:59;108784;115119;107909;111958;65
11.03.2020;16:55:00;108509;115101;107930;112838;34
11.03.2020;16:56:00;114653;115235;107956;113231;56
11.03.2020;16:56:59;114201;115048;108083;113182;84
11.03.2020;16:57:59;113378;115126;107915;113653;20
11.03.2020;16:59:00;114277;115186;107942;114304;30
11.03.2020;17:00:00;109024;115240;107969;110149;75
11.03.2020;17:00:59;114976;115163;107909;113023;31
11.03.2020;17:02:00;108778;115247;108050;114434;44
11.03.2020;17:03:00;109080;114645;107916;109057;65
11.03.2020;17:04:00;109034;115251;107917;109754;36
11.03.2020;17:04:59;113131;114949;107911;111468;50
11.03.2020;17:06:00;112728;115183;108024;112967;74
11.03.2020;17:07:00;108326;114980;108167;109588;78
11.03.2020;17:08:00;113038;115211;107990;109354;91
11.03.2020;17:08:59;109146;115135;107983;110532;92
11.03.2020;17:10:00;110526;115219;107954;112510;57
11.03.2020;17:11:00;110178;115109;107948;110084;10
11.03.2020;17:12:00;112005;115260;108030;111475;29
11.03.2020;17:12:59;111488;115019;107983;112629;85
11.03.2020;17:14:00;110368;114850;107956;110036;64
11.03.2020;17:15:00;115094;115295;108062;109053;28
11.03.2020;17:16:00;111435;115252;107900;113705;27
11.03.2020;17:17:00;114094;115154;108014;113900;75
11.03.2020;17:18:00;108506;114882;108234;112181;19
11.03.2020;17:19:00;114946;114997;107902;114132;86
11.03.2020;17:20:00;114514;115234;108038;112871;62
11.03.2020;17:21:00;112428;115176;107951;112703;59
11.03.2020;17:22:00;112661;115158;108014;113916;37
11.03.2020;17:23:00;110124;115263;107911;108168;54
11.03.2020;17:24:00;108890;114987;108246;108246;9
11.03.2020;17:25:00;111154;114803;108260;108835;85
11.03.2020;17:26:00;115209;115209;107905;113806;93
11.03.2020;17:27:00;108534;114899;107990;107990;16
11.03.2020;17:28:00;109840;115287;108219;113344;2
11.03.2020;17:29:00;112999;115203;108076;112988;68
11.03.2020;17:30:00;109056;115242;107925;110911;43
11.03.2020;17:31:00;113009;115162;108117;114305;40
11.03.2020;17:32:00;113499;115132;107900;114109;8
11.03.2020;17:33:00;108469;115289;107937;109718;53
11.03.2020;17:33:59;113188;115274;108195;108879;47
11.03.2020;17:34:59;113839;115254;107902;114765;4
11.03.2020;17:36:00;109840;115291;107923;112982;52
11.03.2020;17:37:00;109940;115172;107916;109460;26
11.03.2020;17:37:59;112584;114950;107965;108447;45
11.03.2020;17:38:59;113055;115218;108036;108071;44
11.03.2020;17:40:00;109899;115291;108055;108909;64
11.03.2020;17:41:00;114872;115015;107934;114916;97
11.03.2020;17:41:59;111474;115198;107908;111849;58
11.03.2020;17:42:59;110601;115050;108035;113884;63
11.03.2020;17:44:00;110571;115180;108095;109046;63
11.03.2020;17:45:00;108045;115252;107949;110211;73
11.03.2020;17:45:59;108724;115076;107944;115049;23
11.03.2020;17:47:00;108645;115272;108153;112311;41
11.03.2020;17:48:00;109521;115148;107994;111865;17
11.03.2020;17:49:00;109741;115034;108039;114619;30
11.03.2020;17:49:59;115140;115246;107903;110939;88
11.03.2020;17:51:00;111825;115252;107944;110367;95
11.03.2020;17:52:00;112580;115232;107963;114449;44
11.03.2020;17:53:00;111662;115079;108234;111123;27
11.03.2020;17:53:59;111722;115160;107952;108125;85
11.03.2020;17:55:00;110690;115293;108101;110334;97
11.03.2020;17:56:00;111587;115172;107998;110283;63
11.03.2020;17:57:00;110868;115278;107952;110526;12
11.03.2020;17:57:59;114103;115125;108047;113072;10
11.03.2020;17:59:00;114463;115163;108077;112191;74
11.03.2020;18:00:00;111385;115033;108083;110870;56
11.03.2020;18:01:00;108794;115289;107989;109195;7
11.03.2020;18:02:00;112345;115292;108177;110356;14
11.03.2020;18:03:00;107915;115120;107915;109444;98
11.03.2020;18:04:00;112823;115239;108013;113011;39
11.03.2020;18:05:00;114770;115249;108195;109023;70
11.03.2020;18:06:00;112258;115284;107907;114019;93
11.03.2020;18:07:00;112392;115243;108063;109933;98
11.03.2020;18:08:00;114014;115204;107918;110725;34
11.03.2020;18:09:00;112587;115150;108185;114037;33
11.03.2020;18:10:00;109977;115296;107919;111335;14
11.03.2020;18:11:00;111185;115197;107958;109276;39
11.03.2020;18:12:00;111562;115276;107943;110232;37
11.03.2020;18:13:00;114799;115255;107941;109901;45
11.03.2020;18:14:00;109933;115212;108118;108951;91
11.03.2020;18:15:00;110810;115259;107901;108461;45
11.03.2020;18:16:00;109630;115270;108036;113540;11
11.03.2020;18:17:00;112562;115286;107905;109416;42
11.03.2020;18:18:00;109546;115168;107950;110239;44
11.03.2020;18:18:59;110685;115272;107903;110471;55
11.03.2020;18:19:59;113278;115078;108084;114679;93
11.03.2020;18:21:00;114410;115205;107925;114021;9
11.03.2020;18:22:00;113101;115201;108004;111098;55
11.03.2020;18:22:59;113350;115260;108269;108456;62
11.03.2020;18:23:59;108988;115115;107930;114195;9
11.03.2020;18:25:00;115069;115278;107938;111796;3
11.03.2020;18:26:00;108338;115262;108187;112507;83
11.03.2020;18:26:59;108982;115252;107999;110010;27
11.03.2020;18:27:59;111149;115280;108098;114795;28
11.03.2020;18:29:00;111867;115141;108091;109177;25
11.03.2020;18:30:00;114959;115278;107944;110429;29
11.03.2020;18:30:59;114619;115254;108120;115254;23
11.03.2020;18:32:00;110258;115217;107939;114881;17
11.03.2020;18:33:00;114292;115264;107916;107916;46
11.03.2020;18:34:00;112891;114973;107994;110289;5
11.03.2020;18:34:59;112109;115140;107900;110733;6
11.03.2020;18:36:00;111922;114644;107944;108371;41
11.03.2020;18:37:00;110481;115264;108035;113487;47
11.03.2020;18:38:00;114766;115226;108037;110306;23
11.03.2020;18:38:59;109955;115270;108092;114803;16
11.03.2020;18:40:00;112521;115197;107909;112970;48
11.03.2020;18:41:00;114032;115240;108031;113363;10
11.03.2020;18:42:00;113746;115216;107971;110714;40
11.03.2020;18:42:59;113678;115142;107928;109225;49
11.03.2020;18:44:00;108689;115223;107910;110607;22
11.03.2020;18:45:00;108863;115202;107906;113300;14
11.03.2020;18:46:00;113080;115269;107906;108303;57
11.03.2020;18:47:00;111913;115138;107969;111762;3
11.03.2020;18:48:00;108713;115295;108056;112634;84
11.03.2020;18:49:00;109141;114984;107948;112237;8
11.03.2020;18:50:00;110559;115147;107910;113596;31
11.03.2020;18:51:00;111105;115126;107902;112342;51
11.03.2020;18:52:00;109209;115270;108105;110069;74
11.03.2020;18:53:00;108652;115290;108073;108692;97
11.03.2020;18:54:00;110353;115130;107989;114614;44
11.03.2020;18:55:00;110464;115209;107970;110702;82
11.03.2020;18:56:00;113287;115151;107908;109557;30
11.03.2020;18:57:00;112270;115255;108059;109047;91
11.03.2020;18:58:00;113949;115197;107909;113641;5
11.03.2020;18:59:00;111856;115279;107900;109546;8
11.03.2020;19:00:00;115071;115283;108074;112028;84
11.03.2020;19:01:00;113737;115266;108401;112187;86
11.03.2020;19:02:00;108130;115002;108007;112726;3
11.03.2020;19:03:00;108316;115198;107919;114724;54
11.03.2020;19:04:00;109445;115009;107939;111503;96
11.03.2020;19:05:00;114497;115142;108152;113321;56
11.03.2020;19:06:00;110442;115241;107929;108914;71
11.03.2020;19:07:00;108107;115162;107975;110311;68
11.03.2020;19:08:00;111670;115294;108041;110506;90
11.03.2020;19:09:00;113451;115285;108001;111448;34
11.03.2020;19:10:00;111272;114861;108122;109404;51
11.03.2020;19:11:00;112100;115220;108158;112064;44
11.03.2020;19:12:00;111692;115282;107961;113994;77
11.03.2020;19:13:00;112605;115286;107975;114462;11
11.03.2020;19:14:00;114491;115188;108054;112589;45
11.03.2020;19:15:00;114072;115261;108114;113653;24
11.03.2020;19:16:00;109546;115069;108515;114802;85
11.03.2020;19:17:00;108278;115286;107992;111059;53
11.03.2020;19:18:00;109293;115100;108253;110981;63
11.03.2020;19:19:00;111942;115178;107979;111151;72
11.03.2020;19:19:59;111500;115236;108056;109452;58
11.03.2020;19:21:00;107931;115168;107931;112062;65
11.03.2020;19:22:00;115210;115210;107910;111009;37
11.03.2020;19:23:00;115138;115239;108245;109738;65
11.03.2020;19:23:59;115246;115246;108309;110619;83
11.03.2020;19:25:00;109545;115024;108164;110824;19
11.03.2020;19:26:00;108469;115215;108108;110708;4
11.03.2020;19:27:00;108945;115030;108339;112796;53
11.03.2020;19:27:59;114063;114873;108016;112569;7
11.03.2020;19:29:00;108551;115055;108108;114367;22
11.03.2020;19:30:00;111720;115172;108062;111328;93
11.03.2020;19:31:00;114081;115256;107913;110451;77
11.03.2020;19:32:00;110619;115228;108055;108399;30
11.03.2020;19:33:00;112895;114966;107957;113087;22
11.03.2020;19:34:00;111631;115290;108345;113125;26
11.03.2020;19:35:00;113374;115225;108004;108553;86
11.03.2020;19:36:00;111127;115250;107967;111477;7
11.03.2020;19:37:00;107983;115073;107983;112983;43
11.03.2020;19:38:00;111407;115001;108026;114930;8
11.03.2020;19:39:00;114175;115230;108022;108202;50
11.03.2020;19:40:00;111694;115271;107920;111069;4
11.03.2020;19:41:00;113953;115222;108380;109025;79
11.03.2020;19:42:00;109700;115000;107986;107986;80
11.03.2020;19:43:00;113941;115222;107953;110560;13
11.03.2020;19:44:00;108222;115245;107935;108371;58
11.03.2020;19:45:00;115169;115169;107980;107980;4
11.03.2020;19:46:00;114704;114973;108003;110705;97
11.03.2020;19:47:00;112312;115238;107936;112398;79
11.03.2020;19:48:00;113237;115019;108037;111275;88
11.03.2020;19:49:00;109697;115120;107911;113015;77
11.03.2020;19:50:00;114909;115294;107909;113964;54
11.03.2020;19:51:00;110359;115174;108113;112194;36
11.03.2020;19:52:00;111311;115282;108064;113157;96
11.03.2020;19:53:00;111074;115225;108024;114634;35
11.03.2020;19:54:00;115114;115280;108015;114719;24
11.03.2020;19:55:00;110261;115296;108037;114756;49
11.03.2020;19:56:00;113594;115217;107949;110181;76
11.03.2020;19:57:00;114274;115243;107940;112808;9
11.03.2020;19:58:00;114758;115266;108124;112704;38
11.03.2020;19:59:00;114345;115212;108049;110131;47
11.03.2020;20:00:00;111366;114696;107934;108200;91
11.04.2020;10:00:00;111699;115005;107906;111518;8
11.04.2020;10:01:00;109805;115085;107900;114314;87
11.04.2020;10:02:00;109123;115251;107912;108249;59
11.04.2020;10:03:00;109154;115083;107944;112530;73
11.04.2020;10:05:00;115249;115249;108013;108961;6
11.04.2020;10:06:00;110417;115213;107905;113471;35
11.04.2020;10:07:00;108308;115049;107936;111614;47
11.04.2020;10:08:00;108469;115195;108097;112601;34
11.04.2020;10:09:00;108021;115050;108021;114137;85
11.04.2020;10:10:00;110602;115024;108095;112194;44
11.04.2020;10:11:00;115136;115136;108248;109781;57
11.04.2020;10:12:00;112594;115266;107908;112808;9
11.04.2020;10:13:00;108472;115201;107954;114980;45
11.04.2020;10:14:00;108763;115297;108035;111968;7
11.04.2020;10:15:00;109992;115288;107961;112230;60
11.04.2020;10:16:00;114620;115157;108000;110588;2
11.04.2020;10:17:00;112528;115204;108060;113692;11
11.04.2020;10:18:00;108004;115285;108000;108519;57
11.04.2020;10:19:00;112802;115270;107982;111922;63
11.04.2020;10:20:00;113710;115272;107947;109748;90
11.04.2020;10:21:00;108170;115266;108033;110730;13
11.04.2020;10:22:00;109615;114925;107921;110459;45
11.04.2020;10:23:00;108203;115274;107946;111016;40
11.04.2020;10:24:00;114678;115286;107967;109104;64
11.04.2020;10:24:59;112097;115104;108021;111334;71
11.04.2020;10:26:00;108969;115266;107935;112534;77
11.04.2020;10:26:59;113985;115156;108083;111547;66
11.04.2020;10:28:00;112479;115233;108261;114619;76
11.04.2020;10:28:59;110692;115169;108082;108877;9
11.04.2020;10:30:00;110349;115291;108055;112572;31
11.04.2020;10:31:00;111945;115163;107912;114880;26
11.04.2020;10:32:00;110758;115283;107971;114682;22
11.04.2020;10:33:00;109206;115271;108012;111926;11
11.04.2020;10:34:00;110374;115159;107911;110156;64
11.04.2020;10:35:00;112203;115262;108004;108535;40
11.04.2020;10:36:00;113550;115186;107934;108258;78
11.04.2020;10:37:00;114123;115142;107990;112395;14
11.04.2020;10:38:00;111590;115190;107920;109716;30
11.04.2020;10:39:00;108185;115239;107972;108300;69
11.04.2020;10:40:00;112655;115125;107902;110781;24
11.04.2020;10:41:00;108944;115176;108333;113521;5
11.04.2020;10:42:00;111417;115275;107937;113618;15
11.04.2020;10:43:00;114237;115139;108345;110241;86
11.04.2020;10:44:00;112178;115244;108020;109922;15
11.04.2020;10:45:00;112004;115099;107971;113126;20
11.04.2020;10:46:00;111975;115285;108177;114838;43
11.04.2020;10:47:00;113041;115297;108016;109027;27
11.04.2020;10:48:00;112413;115299;108031;115050;15
11.04.2020;10:49:00;114708;115257;108093;113050;59
11.04.2020;10:50:00;109444;115268;107994;112795;22
11.04.2020;10:51:00;108324;115146;107966;109288;49
11.04.2020;10:52:00;111804;115288;108266;114836;29
11.04.2020;10:53:00;109399;115198;107908;111794;54
11.04.2020;10:54:00;114548;115221;107956;113013;57
11.04.2020;10:55:00;115028;115277;108439;108771;75
11.04.2020;10:56:00;111799;115289;107991;109627;60
11.04.2020;10:57:00;113163;115163;107967;113899;43
11.04.2020;10:58:00;107955;115297;107953;110274;84
11.04.2020;10:59:00;113631;115286;108041;110876;6
11.04.2020;11:00:00;113254;115176;107965;108910;9
11.04.2020;11:01:00;113713;115102;108002;109232;69
11.04.2020;11:02:00;112754;115224;107949;112765;88
11.04.2020;11:03:00;108181;114883;107913;110304;37
11.04.2020;11:04:00;111899;115192;108022;114528;60
11.04.2020;11:05:00;110494;115245;107976;109022;14
11.04.2020;11:06:00;109305;115138;108051;111144;68
11.04.2020;11:07:00;113926;115268;108221;114975;52
11.04.2020;11:08:00;114921;115257;108114;114442;13
11.04.2020;11:09:00;111464;115213;107967;107967;39
11.04.2020;11:09:59;114159;115185;107992;112961;69
11.04.2020;11:11:00;114120;115184;108070;110172;25
11.04.2020;11:11:59;108969;115249;108142;111325;44
11.04.2020;11:13:00;109027;115282;107916;107960;15
11.04.2020;11:13:59;112790;115207;108271;111032;4
11.04.2020;11:15:00;111926;115155;108220;108220;66
11.04.2020;11:16:00;109448;115286;108022;114757;22
11.04.2020;11:17:00;109552;115255;107937;113419;33
11.04.2020;11:18:00;108123;114704;108123;114331;47
11.04.2020;11:19:00;110141;114913;107953;107953;18
11.04.2020;11:20:00;109604;115152;107920;108996;32
11.04.2020;11:21:00;108350;115153;108237;112537;53
11.04.2020;11:22:00;112218;115112;107913;113676;34
11.04.2020;11:23:00;111080;115221;108226;113268;18
11.04.2020;11:24:00;112063;115121;107952;114763;7
11.04.2020;11:25:00;110694;115143;108259;114817;40
11.04.2020;11:26:00;112059;115262;107962;110702;11
11.04.2020;11:27:00;113464;114957;108203;109760;72
11.04.2020;11:28:00;113162;115213;108068;111414;37
11.04.2020;11:29:00;113848;115270;107962;110277;85
11.04.2020;11:30:00;115266;115266;107921;114346;47
11.04.2020;11:31:00;108282;115207;108104;110698;72
11.04.2020;11:32:00;114231;115232;108106;113152;56
11.04.2020;11:33:00;110573;115279;107970;110460;74
11.04.2020;11:34:00;112537;114982;107946;113340;41
11.04.2020;11:35:00;109434;115147;108035;112544;33
11.04.2020;11:36:00;112282;115170;108058;112799;41
11.04.2020;11:37:00;112164;115171;107933;111762;9
11.04.2020;11:38:00;110549;115277;108159;110097;34
11.04.2020;11:39:00;111053;115287;108005;112666;13
11.04.2020;11:40:00;107939;115001;107939;108917;41
11.04.2020;11:41:00;114814;115253;107912;108839;29
11.04.2020;11:42:00;110098;115232;107986;111064;84
11.04.2020;11:43:00;114626;115276;107946;114637;97
11.04.2020;11:44:00;111239;114881;107951;109609;63
11.04.2020;11:45:00;109812;115251;107976;112020;72
11.04.2020;11:46:00;111459;115240;108203;108929;69
11.04.2020;11:47:00;108478;115210;107965;113134;81
11.04.2020;11:48:00;111179;115260;108018;114965;61
11.04.2020;11:49:00;110691;114906;108150;110222;3
11.04.2020;11:50:00;114569;115241;108515;109441;56
11.04.2020;11:51:00;112247;115157;107952;109784;81
11.04.2020;11:52:00;109067;115080;107981;112410;53
11.04.2020;11:53:00;109274;115271;108157;114734;43
11.04.2020;11:54:00;109016;115062;107989;113149;21
11.04.2020;11:54:59;111008;115268;108331;113847;58
11.04.2020;11:56:00;107927;114995;107927;111873;29
11.04.2020;11:56:59;113655;115177;108113;111916;30
11.04.2020;11:58:00;114608;115281;108051;115281;54
11.04.2020;11:58:59;108520;115288;108163;109774;50
11.04.2020;12:00:00;108088;114994;108036;110456;78
11.04.2020;12:01:00;109759;114972;107986;109030;94
11.04.2020;12:02:00;109560;115188;108212;114821;67
11.04.2020;12:03:00;114171;115115;107933;112550;34
11.04.2020;12:04:00;108322;115220;108152;109613;87
11.04.2020;12:05:00;110570;115295;107914;111444;12
11.04.2020;12:06:00;111811;115170;107918;111803;25
11.04.2020;12:07:00;114300;115200;108041;112352;65
11.04.2020;12:08:00;111311;115083;107902;111989;86
11.04.2020;12:09:00;111916;115097;108021;114240;73
11.04.2020;12:10:00;115070;115192;108045;108091;46
11.04.2020;12:11:00;108013;115114;107920;110078;56
11.04.2020;12:12:00;107915;115184;107915;114236;54
11.04.2020;12:13:00;112428;115247;108218;108218;14
11.04.2020;12:14:00;112457;115070;108300;110740;96
11.04.2020;12:15:00;108422;114691;107923;111951;67
11.04.2020;12:16:00;109913;115240;107909;109953;65
11.04.2020;12:17:00;112243;114948;107910;109652;67
11.04.2020;12:18:00;109443;115239;107913;114323;17
11.04.2020;12:18:59;115285;115285;107924;108012;66
11.04.2020;12:20:00;114832;115279;107986;112742;24
11.04.2020;12:20:59;112461;115254;108125;113181;27
11.04.2020;12:22:00;111680;115185;107994;107994;67
11.04.2020;12:22:59;112228;115295;107945;114405;51
11.04.2020;12:24:00;108904;115233;108063;110692;17
11.04.2020;12:24:59;110146;115259;108136;112469;49
11.04.2020;12:26:00;110875;115079;108129;111187;88
11.04.2020;12:26:59;114523;114942;107942;111737;13
11.04.2020;12:28:00;113789;115095;107991;108795;17
11.04.2020;12:28:59;114909;114909;107965;109924;8
11.04.2020;12:30:00;113696;114591;107904;113692;2
11.04.2020;12:31:00;108092;115295;108002;113824;27
11.04.2020;12:32:00;111375;115277;107967;114735;93
11.04.2020;12:33:00;112826;115091;107979;114618;11
11.04.2020;12:34:00;114157;115296;108065;108316;92
11.04.2020;12:35:00;109447;114726;108110;108929;59
11.04.2020;12:36:00;108184;115065;107971;114023;77
11.04.2020;12:37:00;114388;114796;108053;110580;32
11.04.2020;12:38:00;109314;115037;107919;110684;45
11.04.2020;12:39:00;112602;115199;107910;111603;49
11.04.2020;12:40:00;113239;115273;107961;111232;82
11.04.2020;12:41:00;112824;115018;108260;111555;64
11.04.2020;12:43:00;114826;115281;107919;107919;86
